"","user_id","date","frequency_communication","frequency_games & entertainment","frequency_lifestyle","frequency_news & information outlet","frequency_social network","frequency_utility & tools","cat_duration_communication","cat_duration_games & entertainment","cat_duration_lifestyle","cat_duration_news & information outlet","cat_duration_social network","cat_duration_utility & tools","dur_pro_communication","dur_pro_games & entertainment","dur_pro_lifestyle","dur_pro_news & information outlet","dur_pro_social network","dur_pro_utility & tools","freq_pro_communication","freq_pro_games & entertainment","freq_pro_lifestyle","freq_pro_news & information outlet","freq_pro_social network","freq_pro_utility & tools","recency_communication","recency_games & entertainment","recency_lifestyle","recency_news & information outlet","recency_social network","recency_utility & tools","monetary_communication","monetary_games & entertainment","monetary_lifestyle","monetary_news & information outlet","monetary_social network","monetary_utility & tools","earliest_time_communication","earliest_time_games & entertainment","earliest_time_lifestyle","earliest_time_news & information outlet","earliest_time_social network","earliest_time_utility & tools","anxious","bored","gloomy","stressed","upset","tired","envious","inferior"
"1",10161,"2019-02-21",30,13,3,0,0,15,1663.83800005913,1855.2380001545,38.9109997749329,0,0,1016.48200011253,0.363722652841753,0.40556357472605,0.00850612383078189,0,0,0.222207648601416,0.491803278688525,0.213114754098361,0.0491803278688525,0,0,0.245901639344262,6504.5680000782,5023.14100003242,26999.1610000134,0,0,32.4110000133514,55.4612666686376,142.7106153965,12.970333258311,0,0,67.7654666741689,58383,65912,58377,0,0,54735,3,3,4,4,2,2,3,4
"2",10161,"2019-02-24",112,19,11,0,0,37,11943.3770022392,4899.29699993134,371.340999603271,0,0,390.162000179291,0.678439952115577,0.278303098144706,0.0210939142205894,0,0,0.0221630355191273,0.625698324022346,0.106145251396648,0.0614525139664804,0,0,0.206703910614525,1225.72099995613,645.822000026703,2944.63000011444,0,0,627.665999889374,106.63729466285,257.857736838491,33.7582726912065,0,0,10.5449189237646,11,32374,39036,0,0,34599,5,1,2,2,5,2,4,4
"3",10161,"2019-02-25",92,23,9,0,0,45,5637.05099892616,6770.98900032043,347.116999864578,0,0,1346.69800066948,0.39973826131483,0.480148817331178,0.0246149885862518,0,0,0.0954979327677406,0.544378698224852,0.136094674556213,0.0532544378698225,0,0,0.266272189349112,86389.992000103,1157.77999997139,10248.8320000172,0,0,67.9560000896454,61.2722934665887,294.390826100888,38.5685555405087,0,0,29.9266222370995,250,1988,37203,0,0,238,1,1,1,0,1,1,0,1
"4",10161,"2019-02-26",86,14,14,0,0,76,5140.16199755669,9197.4960000515,493.873000621796,0,0,3030.42900013924,0.287771442665081,0.514920870995749,0.0276494293272903,0,0,0.16965825701188,0.452631578947368,0.0736842105263158,0.0736842105263158,0,0,0.4,1030.63400006294,1113.44099998474,18068.4240000248,0,0,1091.83299994469,59.7693255529847,656.964000003679,35.2766429015568,0,0,39.8740657913057,488,10,10117,0,0,627,3,2,3,2,2,1,3,4
"5",10161,"2019-03-02",76,21,18,0,5,45,6752.32299995422,6494.02400016785,474.12900018692,0,1094.22600030899,3048.55400013924,0.378000684738997,0.36354089085957,0.0265421376800972,0,0.0612556859881875,0.170660600733148,0.460606060606061,0.127272727272727,0.109090909090909,0,0.0303030303030303,0.272727272727273,98.191999912262,11339.8220000267,13227.0769999027,0,79919.4470000267,468.767999887466,88.8463552625556,309.239238103231,26.3405000103845,0,218.845200061798,67.7456444475386,4361,7735,764,0,4419,4718,2.5,2.5,2.5,1.5,3.5,2.5,2.5,2.5
"6",10161,"2019-03-03",128,35,0,0,0,58,9422.90500020981,8956.92100048065,0,0,0,1696.05900073051,0.469364364238132,0.446153233087691,0,0,0,0.0844824026741769,0.579185520361991,0.158371040723982,0,0,0,0.262443438914027,1822.97699999809,3548.10700011253,0,0,0,644.81200003624,73.6164453141391,255.912028585161,0,0,0,29.2423965643192,532,42879,0,0,0,2812,3,3,2,2,2,3,3,2
"7",10161,"2019-03-05",75,26,24,0,0,76,6201.34500074387,7170.43000006676,594.266000270844,0,0,4293.16500163078,0.339628404423649,0.39270217987582,0.0325461030552243,0,0,0.235123312645307,0.373134328358209,0.129353233830846,0.119402985074627,0,0,0.378109452736318,3047.53200006485,602.561000108719,3018.52500009537,0,0,3899.40100002289,82.6846000099182,275.785769233337,24.7610833446185,0,0,56.4890131793524,731,4857,61769,0,0,4954,3,3,4,3,2,3,3,4
"8",10161,"2019-03-07",87,32,14,0,4,73,5357.32899975777,16175.5320010185,297.325999498367,0,57.4070003032684,3861.30399942398,0.208060515823138,0.628202884683349,0.011547134929749,0,0.00222949348369255,0.149959971080071,0.414285714285714,0.152380952380952,0.0666666666666667,0,0.019047619047619,0.347619047619048,5770.99000000954,5820.83599996567,14975.3239998817,0,8389.23799991608,6086.59299993515,61.5784942500893,505.485375031829,21.2375713927405,0,14.3517500758171,52.8945753345751,584,1189,575,0,48450,962,3,2,3,2,4,2,3,2
"9",10161,"2019-03-08",45,42,4,0,0,22,4872.51499962807,20608.8189995289,44.4530000686646,0,0,802.442000150681,0.18506808793495,0.782765107368866,0.00168841588508356,0,0,0.0304783888111004,0.398230088495575,0.371681415929204,0.0353982300884956,0,0,0.194690265486726,2069.37199997902,907.742000102997,86398.1480000019,0,0,8696.15700006485,108.278111102846,490.68616665545,11.1132500171661,0,0,36.4746363704855,1735,1755,72600,0,0,4743,2,3,2,3,1,2,3,2
"10",10161,"2019-03-09",68,29,23,0,0,31,6130.47400021553,9929.21099996567,879.341000556946,0,0,2724.9509999752,0.311761654318103,0.504944193110349,0.0447183700695463,0,0,0.138575782502001,0.450331125827815,0.19205298013245,0.152317880794702,0,0,0.205298013245033,53.8959999084473,85398.1059999466,1039.31999993324,0,0,313.219000101089,90.1540294149343,342.386586205713,38.2322174155194,0,0,87.9016451604905,1,310,10183,0,0,6320,2,3,2,1,3,4,2,3
